Version;06/08/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Yakitori (grilled meat on skewers, Japanese-style, with sauce);Yakitori (brochettes japonaises grillées en sauce);727;172;58,8;26;9,28;3,3;6,6;1,3;0,6;0;2,02;0;0;1,2;1,18;0,78;86,6;1,19;9,8;706;0,06;0,61;< 20;31;0,15;220;340;< 20;475;1,5;< 21;10,5;< 0,25;0,5;< 0,8;-;-;0,09;0,042;7,69;1,36;0,25;31,8;0,41
Shepherd's pie or cottage pie with meat;Hachis Parmentier à la viande;577;138;73,6;5,99;9,39;8,22;1,47;-;1,43;0;1,39;0;-;4,7;2,75;0,41;20;0,83;59,6;482;0,079;0,71;4,55;17,5;0,087;45,5;184;< 10;322;1,2;45,9;0;0,1;0,2;-;-;0,65;0,02;0,07;-;-;0,08;5,71;0,42
Couscous w mutton;Couscous au mouton;626;149;68,9;8,31;12,2;7,2;1,38;10,8;1,3;0;1,4;0;-;-;-;-;17,5;0,81;31,6;607;0,1;1,24;3;23,2;0,19;95,4;187;-;322;1,22;0;724;0,14;0,4;-;-;5;0,075;0,075;1,7;0,3;0,11;18;0,5
Couscous with meat or chicken, light;Couscous à la viande ou au poulet, allégé;382;90,7;72,9;5,9;11,5;1,9;2,1;9,4;2;0;1,65;0;-;0,4;0,75;0,59;16;0,7;22;-;-;0,78;2,3;17;0,16;88;148;-;300;-;34;779;0,04;0,97;-;-;7;0,07;0,07;2;0,3;0,13;18;0,04
Pre-fried potatoes, pan-fried, lardoons or chicken, and other, without green vegetables;Poêlée de pommes de terre préfrites, lardons ou poulet, et autres, sans légumes verts;702;168;65;3,2;16,2;9,6;1,7;14,5;2,1;0;1,55;0;-;2,9;3,67;2,64;10,5;0,6;26;465;0,08;0,49;< 20;20;0,1;88;390;< 20;260;0,45;< 21;22,6;< 0,25;1,49;3,13;-;3,04;0,086;0,056;1,28;0,41;0,15;23,8;0,15
Couscous royal (with different meats);Couscous royal (avec plusieurs viandes);553;132;69,2;7,69;14;4,53;1,57;12,5;2,1;0;1,33;0;-;1,54;2,14;0,6;20;0,88;25,2;474;0,098;0,93;5,8;18,8;0,21;72,3;179;< 2,58;345;1,02;10,6;700;0;0,4;-;-;1,69;0,07;0,09;1,9;0,3;0,15;17,2;0,28
Couscous w chicken;Couscous au poulet;547;130;66,9;7,5;15,6;3,85;2,87;12,8;1,47;0;1,24;0;-;1,17;1,61;0,86;26,6;0,79;18,4;674;-;0,86;3;18,4;-;69;153;-;307;-;14;700;0,01;0,48;-;-;4,05;0,08;0,09;1,9;0,3;0,14;19,1;0,13
Couscous w meat;Couscous à la viande;537;128;69,2;7,59;12,5;4,73;1,97;-;2,53;0;1,33;0;-;1,24;1,54;0,63;-;0,78;25,2;474;0,098;-;-;18,8;0,21;-;179;< 2,58;313;1,02;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Shepherd's pie with duck;Parmentier de canard;608;146;69,9;6,82;8,51;9,06;1,96;-;1,55;0;1,32;0;-;4,5;3,56;0,65;-;0,81;-;-;-;-;-;-;-;-;-;-;310;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Shepherd's pie with duck, cooked;Parmentier de canard, cuit;699;168;68,5;7;10,5;10,2;1,7;8,4;1,2;0;1,47;0;1,16;4,7;3,89;1,02;37,9;0,74;39;498;0,07;0,68;< 20;14;0,06;74;290;< 20;296;0,89;37,7;-;< 0,25;< 0,08;1,59;-;< 0,5;0,08;0,071;1,4;0,55;0,11;45,9;0,61
White bean stew, canned;Cassoulet, appertisé;539;129;70,6;8,06;9,41;5,77;1,06;7,3;3,55;0;1,63;0;-;2,07;2,63;0,8;21,3;0,97;45,7;495;0,14;1,23;6;34,8;0,22;107;289;< 10;388;0,88;3,5;0;< 0,5;0,18;-;-;2,94;0,083;0,057;1,25;0,16;0,091;30;0,12
Sauerkraut, with garnish;Choucroute garnie;454;109;82,4;5,06;2,8;8,06;0,66;-;2,71;0;1,6;0;-;3,22;3,45;0,96;34,7;1,39;27,1;633;0,076;0,83;17,8;18;0,067;60,6;97,5;< 10;552;0,84;0;0;0;0,25;-;-;9,09;0,14;0,11;0,68;-;0,02;10;-
Salt-cured pork belly with lentils;Petit salé ou saucisse aux lentilles;494;118;73,5;8,24;8,89;4,87;1,51;6,3;2,83;0;1,64;0;-;1,89;1,97;0,6;27;0,98;20;610;0,2;1,8;2;19,4;0,3;145;167;2,8;384;1,2;< 2;280;< 0,5;0,39;-;-;< 0,5;0,24;0,075;1,5;0,23;0,14;22,9;0,13
Boiled meat with vegetables;Pot-au-feu;326;77,5;82,9;10,9;3,2;2,02;1,5;1,7;1,5;0;0,78;0;-;0,82;0,97;0,05;28,8;0,32;23,5;304;0,15;1,69;6;16,2;0,069;-;189;< 10;130;3,48;-;718;-;-;-;-;-;-;-;-;-;-;4,6;-
Beef stew with carrots;Boeuf aux carottes;406;96,6;78,5;13,2;3,3;3,15;0,6;2,7;1,1;0;1,15;0;-;1,48;1,18;0,35;47;0,58;15,9;425;< 0,1;0,9;3;11,3;< 0,1;95;119;3,2;231;3,5;0;456;0;0,4;-;-;2;0,07;0,16;1,77;0,44;0,16;9,5;0,8
Pork sausage stew with cabbage, carrots and potatoes;Potée auvergnate (chou et porc);361;86,4;82;6,48;4,85;4,1;1,13;3,72;2,1;0;1,26;0;-;1,49;1,91;0,54;19;0,67;33;-;0,09;0,79;2;13,6;0,15;72;229;2,4;278;0,6;0;587;0;0,1;-;-;9;0,17;0,07;1,26;0,31;0,16;19,9;0,2
White bean stew, with pork, canned;Cassoulet au porc, appertisé;552;132;71,1;8,3;8,6;6,3;1,8;-;4;0;1,67;0;-;2,2;-;-;-;1,1;-;474;-;-;-;-;-;-;293;-;500;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
White bean stew, with duck or goose, canned;Cassoulet au canard ou oie, appertisé;672;161;68,6;10,5;10,1;7,86;1,09;-;3,86;0;1,6;0;-;2,43;2,61;0,88;-;1,05;-;570;-;-;-;-;-;-;307;-;416;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Stuffed tomatoes;Tomate farcie;508;123;78,5;5,84;2;9,67;0,88;1,12;2,1;0;1,33;0;-;3,24;4,16;1,08;42;0,7;18,4;-;0,066;0,87;4;12,8;0,12;62;199;< 2,2;280;0,75;10;-;0,1;1,1;-;-;7;0,06;0,06;0,9;-;0,07;-;-
Stuffed cabbage;Chou farci;393;94,9;81,2;5,3;2;6,6;2;-;3,13;0;1,44;0;-;-;-;-;-;0,87;145;-;0,23;-;-;41,4;0,65;-;-;5,33;350;0,8;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Chili con carne;Chili con carne;494;118;74,2;7,13;13;3,35;2,58;4,6;3,56;0;1,8;0;-;1,13;1,39;0,32;14,6;0,93;32,8;631;0,15;1,6;2;27,3;0,2;78,5;282;-;371;1,2;< 2;192;< 0,5;0,88;4,6;-;2,25;0,088;0,068;1,25;< 0,16;0,15;44;0,35
Moussaka;Moussaka;610;147;76;5,82;5,16;10,8;3,01;0,9;2,84;0;1,74;0;-;3,37;3,25;2,27;31;0,97;16;-;0,06;0,62;5,2;22;0,06;150;576;1,4;393;0,47;37;150;0,2;0,46;-;-;3,1;0,06;0,11;1,3;0,33;0,09;10;0,6
Stewed lamb garnished with potatoes and other vegetables;Navarin d'agneau aux légumes;454;109;73,8;9,13;4,12;5,84;1,11;1,73;1,57;0;0,96;0;-;2,54;2,18;0,99;39,6;0,49;25,2;-;0,089;1,31;11,7;17,8;0,11;106;242;3,2;171;1,52;20,3;846;0,037;0,83;-;-;5,52;0,1;0,14;3,11;0,39;0,14;21,9;1,19
Mutton tagine;Tajine de mouton;550;132;73;12,8;4,5;6,83;2,4;2,1;< 1;0;1,5;0;-;2,73;3,25;0,52;57,8;0,99;5,1;583;0,1;1,6;2;14,7;< 0,1;102;211;1;394;3;4;700;< 0,5;0,71;-;-;< 0,5;0,07;0,16;2,95;0,23;0,19;24;1,65
Osso buco;Osso buco;427;102;77,4;12,5;3,5;4,06;1,1;2,3;0,6;0;1,9;0;-;0,8;2,62;0,39;26;1,47;13,7;-;0,057;0,6;3,3;18,4;0,066;97,4;234;3,24;586;1,26;0;481;0;0,53;-;-;2,4;0,083;0,12;3,48;0,25;0,19;11;0,38
Chicken, Basque style;Poulet basquaise;448;107;-;9,3;2,5;6,4;2;-;1,3;0;0,89;0;-;1,7;-;-;-;0,89;-;-;-;-;-;-;-;-;-;-;355;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Chicken tagine;Tajine de poulet;534;127;72,7;7,54;14,4;3,7;6,8;2,3;3;0;1,7;0;-;0,4;2,14;1;27,7;1,17;18;621;0,06;0,45;< 20;17;0,13;82;220;< 20;466;0,46;< 21;152;< 0,25;1,27;7,32;-;< 0,5;0,14;0,037;2,3;0,39;0,096;30,2;0,075
Chop suey (pork or chicken);Chop suey (porc ou poulet);329;78,2;-;5;7,8;3;-;-;traces;0;-;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Stuffed vegetables (excluding tomato);Légumes farcis (sauf tomate);352;84,6;80,8;5,01;3,6;5,28;2,58;1,02;1,31;0;1,3;0;-;1,33;2,61;1,1;31,7;0,77;30,2;-;0,096;0,52;11,5;15,2;0,1;90,2;185;2,65;301;0,56;9,58;93,2;0,085;0,55;-;-;4,72;0,11;0,13;1,28;0,41;0,11;22,4;0,12
Mussels, in a shallot and white wine broth;Moules marinières (oignons et vin blanc);412;97,8;76,5;10,3;8,86;2,24;1,05;-;0,53;0,004;1,6;0;0;0,99;0,59;0,61;-;0,69;-;-;-;-;-;-;-;-;-;-;345;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Mussels, filled (fat, parsley and garlic…);Moules farcies (matière grasse, persillade…), crues;1170;284;57,5;9,56;4,43;24,8;0,3;-;1,26;0;1,74;0;0,7;16,6;5,57;0,95;88,5;1,08;40;790;0,11;2,5;100;45;0,16;180;180;30;430;2;209;-;< 0,25;1,79;11,4;-;< 0,5;< 0,015;0,14;1,09;0,34;0,063;54,2;19,3
Fish or seafood au gratin, intended to be cook;Gratin ou cassolette de poisson et / ou fruits de mer, à cuire;448;108;80,1;7,19;3,13;7,13;1,29;-;1,07;0;1,34;0;0;4,58;1,39;0,53;-;1;58,2;-;0,05;0,41;-;13,8;-;37,1;223;-;390;0,55;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Fish and shrimp 'au gratin', previously frozen;Gratin ou cassolette de poisson et / ou fruits de mer, cuit;488;117;78,2;6,69;5,28;7,5;1,6;2,3;0,7;0;1,52;0;0,11;4,82;1,81;0,26;35,4;0,92;52;559;0,03;0,28;20;24;0,05;120;180;< 20;366;0,47;58,7;225;< 0,25;0,63;3,6;-;< 0,5;< 0,015;0,043;< 0,1;0,28;0,022;19,4;0,95
Salmon with sorrel;Saumon à l'oseille;619;148;71,2;8,36;11;7,65;0,58;-;0,73;0;1,01;0;0;3,19;2,33;1,1;-;0,69;-;-;-;-;-;-;-;-;-;-;277;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Fish w bordelaise sauce;Poisson blanc à la bordelaise;718;172;67,5;14,8;4,3;10,4;0,6;3,7;1;0;2;0;0;2,3;2,92;2,88;51;1,28;21,1;724;< 1;1,2;92;17,5;< 1;162;317;4,9;513;< 1;< 2;-;0,9;2,6;-;-;9,7;< 0,05;< 0,05;9,2;0,18;< 0,05;< 5;2,2
White fish with Provencal-style sauce (tomato sauce);Poisson blanc à la provençale ou niçoise (sauce tomate);278;66,3;83,6;9,31;0,89;2,3;0,89;-;2,4;0;1,5;0;0;0,42;1,14;0,63;28;0,7;16,1;506;-;< 1;71;24,2;-;99;348;3,8;280;-;< 2;449;< 0,2;1,1;-;-;-;< 0,05;0,07;1,2;0,25;< 0,05;< 5;1,1
White fish with Florentine-style sauce (spinach sauce);Poisson blanc à la florentine (sauce aux épinards);420;100;-;11,4;2,9;4,35;1,95;-;2;0;0,56;0;0;2,75;-;-;-;0,56;-;-;-;-;-;-;-;-;-;-;232;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
White fish with shallots, mussels and white wine sauce;Poisson blanc à la marinière (sauce aux oignons, vin blanc, moules);337;80;-;11,5;2,2;2,8;-;-;traces;0;-;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
White fish with mustard sauce;Poisson blanc à la sauce moutarde;381;90,8;-;9,2;5,4;3,6;-;-;0;0;-;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
White fish with Parisian-style sauce (mushrooms sauce);Poisson blanc à la parisienne (sauce aux champignons);304;72,5;84,2;9,16;1,15;3,25;0,86;-;1;0;1,24;0;0;1,56;0,72;0,83;-;0,55;-;-;-;-;-;-;-;-;-;-;220;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
White fish with tarragon sauce;Poisson blanc à l'estragon;325;77,2;-;8,8;4,2;2,8;-;-;0;0;-;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
White fish with sorrel sauce;Poisson blanc sauce oseille;436;104;78,6;11,8;1,47;5,5;1,47;-;1;0;1,68;0;0;3,31;1,32;0,31;45,6;0,88;40;572;0,03;0,24;44;27;0,04;130;260;< 50;350;0,33;38,8;0;< 0,5;1,1;3,6;-;< 0,5;0,075;0,06;0,8;0,2;0,058;18,8;1,87
Stuffed salmon;Saumon farci;945;227;-;18,8;0,4;16,2;0,4;-;2,4;0;0,65;0;0;3,8;-;-;-;0,65;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Fish on skewer;Brochette de poisson;536;128;73,9;18;0,94;5,73;0,73;0,012;0,29;0;1,14;0;0;0,89;3,24;0,84;43,1;0,48;25,9;-;0,041;0,65;67,5;28,7;0,049;196;342;22,7;192;0,48;35,8;59,8;1,25;1,06;-;-;5,66;0,067;0,063;3,18;0,33;0,25;12;2,38
Shrimps on skewer;Brochette de crevettes;413;98,1;76,1;17,1;1,05;2,77;0,85;0,2;0,34;0;2,66;0;0;0,29;1,59;0,34;116;0,96;82,3;-;0,01;1,53;27,1;23,7;0,14;142;117;9,14;384;0,98;7,22;71,5;0,36;2,43;-;-;7,66;0,037;0,035;1,73;0,23;0,11;13,2;0,97
Fish, in sauce, frozen;Poisson en sauce, surgelé;526;126;75;13,3;1,67;7,05;1,3;-;1,25;0;1,75;0;0;2,84;1,12;0,2;28;0,82;18,2;0,9;0,051;0,4;79,5;19,7;0,042;164;331;4,58;327;0,26;19;0;1,13;2,31;-;-;0;0,086;0,086;1,77;0,25;0,17;34,5;1,53
Fish, cooked (average);Poisson cuit (aliment moyen);601;143;69,4;23,4;0;5,48;0;;0;0;1,48;0;0;1,18;1,78;1,52;57,6;0,54;29,3;117;0,066;0,68;72,8;29,9;0,036;226;345;36,3;215;0,6;10,5;0,84;3,54;0,93;;;0,95;0,11;0,12;5,21;0,59;0,33;18;3,76
Fish, white, without skin, cooked;Poisson blanc, cuit (aliment moyen);449;106;74,2;22;0;2,06;0;;0;0;1,68;0;0;0,42;0,61;0,45;63,2;0,88;29,8;144;0,049;0,37;67,1;26,8;0,024;189;293;33;350;0,57;7,86;1,5;1,43;0,71;;;0,41;0,061;0,091;2,1;0,24;0,21;15,3;1,86
Marine fish, white, without skin, cooked;Poisson blanc, de mer, cuit (aliment moyen);445;105;74,2;22;0;1,9;0;;0;0;1,75;0;0;0,35;0,6;0,43;60,9;0,96;27,3;161;0,049;0,37;71,8;26,5;0,014;188;291;34,4;386;0,56;7,52;1,75;1,04;0,71;;;0,36;0,061;0,092;2,02;0,22;0,21;14;1,91
Paëlla;Paëlla;621;148;66,9;7,86;17,1;4,9;1,2;15,1;1,85;0;1,26;0;-;1,28;1,08;0,55;22,8;0,87;38,7;482;0,11;0,69;4;25,4;0,13;90;148;< 10;343;0,68;5;125;< 0,5;1,3;-;-;1,95;0,073;0,45;2,6;0,42;0,12;18,8;1,1
Couscous w fish;Couscous au poisson;442;105;75,6;7,5;14,2;1,6;1,7;12,5;1,7;0;1,4;0;-;0,2;0,3;0,9;15,6;0,84;24;-;0,1;4,1;10;23;0,2;89;192;-;337;0,4;0,9;1020;0,1;1,2;-;-;7,6;0,1;0,1;-;0,2;0,1;24;0,5
Fish brandade or fish shepherd's pie;Gratin de poisson et purée ou brandade aux pommes de terre ou parmentier de poisson;491;117;74,9;6,39;8,57;6,15;1,62;6,4;1,1;0;1,56;0;-;3,68;1,74;0,46;31;0,81;46,8;897;< 1;< 1;20;17,1;< 1;90;190;4,7;323;< 1;16;< 50;1,1;1,5;-;-;< 1;< 0,05;0,09;0,32;0,23;< 0,05;< 5;0,36
Sushi or maki with seafood products;Sushi ou Maki aux produits de la mer;803;191;60,4;7,75;22,6;7,6;4,1;13;0,7;0;0,9;0;-;-;-;-;19;0,51;8,8;354;0,07;0,17;< 20;13;0,19;89;150;< 20;202;0,39;< 21;42,1;0,8;0,089;3,38;-;1,96;0,06;0,028;1,77;0,42;0,22;14,8;1,25
Vegetable terrine or mousse;Terrine ou mousse de légumes;664;159;69;4,05;13;9,56;2,4;5,2;2,55;0;1,83;0;0;3,43;4,28;1,43;1,75;1,39;50,5;-;-;0,78;6;24;-;132;232;-;524;0,7;20;-;0,2;2,11;-;-;2,16;2,82;1,34;3,98;-;0,36;110;traces
Vegetable flan;Flan de légumes;806;195;70,8;4,56;2,7;18;1,39;1,31;2,1;0;1,84;0;0;10,9;4,1;1,01;153;1,23;72;722;0,06;0,75;< 20;12;0,09;100;200;< 20;491;0,58;156;1790;< 0,25;1,36;44,3;-;< 0,5;0,1;0,18;0,7;0,44;0,073;51,4;0,6
Haricot beans with tomato sauce, canned;Haricots blancs à la sauce tomate, appertisés;288;68,6;78,9;4,67;8,83;0,4;1,65;-;5,5;0;1,7;0;0;0,16;-;-;-;0,93;-;-;-;-;-;-;-;-;-;-;349;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Piperade, Basque-style (fondue of sweet peppers and tomatoes flavoured with onions and garlics);Piperade basquaise;283;68,1;84,5;1,1;5,67;3,8;4,9;-;3,4;0;1,53;0;0;2;1,33;0,3;2,09;0,76;7,6;643;0,05;0,24;< 20;7,9;0,08;14;190;< 20;300;0,09;-;1450;-;1,3;3,77;-;12,2;0,029;0,016;0,62;0,071;0,063;11;-
Vegetables pan-fried without mushrooms, frozen, raw;Poêlée de légumes assaisonnés sans champignon, surgelée, crue;195;46,8;87,3;2,6;3,5;1,77;1,5;-;3,6;0,45;1,28;0;0;0,4;0,52;0,14;-;1,25;24,5;-;-;6;-;-;-;-;-;-;500;-;-;-;-;-;-;-;30,8;-;-;-;-;-;-;-
Vegetables pan-fried or stir-fried, Asian-style, frozen, raw;Poêlée de légumes assaisonnés à l'asiatiques ou wok de légumes, surgelée, crue;318;76,2;-;3,13;5,83;3,93;3,1;-;2,55;0;0,44;0;0;0,48;-;-;-;0,44;-;-;-;-;-;-;-;-;-;-;73;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Grilled vegetables pan-fried, Mediterranean-style, frozen, raw;Poêlée de légumes assaisonnés grillée, méridionale ou méditerranéenne, surgelée, crue;215;51,6;86,5;1,61;5,23;1,77;2,66;-;4,14;0;0,77;0;0;0,14;0,66;0,9;-;0,25;-;239;-;-;-;-;-;-;-;-;167;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Vegetables pan-fried with mushrooms (country-style), frozen;"Poêlée de légumes assaisonnés aux champignons (""champêtre""), surgelée";131;31,5;91,4;1,89;1,79;1,21;1,79;-;2,94;0;0,79;0;0;0,22;0,24;0,098;-;0,35;-;188;-;-;-;-;-;-;-;-;134;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Tofu, plain;Tofu, nature;401;95,9;81,4;9,91;1,78;5,32;1,6;0;0,65;0;0,98;0;0;0,66;1,01;2,58;0;0,35;80,2;-;0,23;2,9;2;134;0,89;143;170;< 10;139;1,66;0;25;0;0,6;4,6;-;0,1;0,071;0,063;0,22;0,092;0,059;18,5;0
Soy burger or vegetable escalope;Escalope végétale ou steak à base de soja;1030;247;52,5;15,5;8,7;14,7;2,3;6,4;8,8;0;2,82;0;0;0,65;5,2;4,6;3,16;1,75;160;797;0,28;2,3;< 20;81;0,94;230;380;< 50;700;1,3;< 21;24;< 0,5;0,2;9,26;-;2;0,13;0,06;0,65;0,34;0,08;54,6;0,4
Sauerkraut, without garnish, drained;Choucroute, sans garniture, égouttée;139;33,8;91;0,7;0,83;2,25;0,55;-;3,7;0;1,52;0;0;1,15;0,03;0,13;0;1,15;36,9;-;0,028;0,6;0,5;4,91;0,048;43;288;< 2,2;470;0,15;0;0;0;0,2;25,1;4,8;10;0,03;0,05;0,2;-;0,15;10,3;-
Ratatouille cooked;Ratatouille cuisinée;227;54,5;88;1,22;4,32;3,15;3,91;-;2,03;0;1,29;0;0;0,47;2,08;0,46;0,07;0,94;16,4;-;0,074;0,38;3;18,6;0,13;22;295;< 10;369;0,17;10;373;0;1,56;-;-;25,2;0,03;0,03;0,56;-;0,04;18;-
Spinach w cream sauce;Épinards à la crème;169;40,9;90,4;2,16;1,23;2,47;0,96;-;2,53;0;1,22;0;0;1,55;0,51;0,29;-;0,59;-;-;-;-;-;-;-;-;-;-;225;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Eggplant au gratin (oven grilled);Gratin d'aubergine;462;112;80,9;1,95;5,22;8,68;3,8;-;2,35;0;0,9;0;0;1,3;-;-;-;0,45;-;-;-;-;-;-;-;-;-;-;172;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"Dauphiné-style creamed potatoes ""au gratin""";Gratin dauphinois;370;88,1;-;2,39;11,4;3,37;1,22;10,2;1,36;0;1,66;0;0;2,46;0,59;0,14;14,3;0,88;38,6;-;0,044;0,32;8,2;13,8;0,079;95;219;< 2,2;348;0,29;49;11;0;0,24;-;-;3,1;0,02;0,081;0,94;0,24;0,04;7;0
Chicory w ham;Endive au jambon;378;90,9;81,8;5,84;3,33;5,56;0,33;3;2,1;0;1,37;0;0;2,64;1,4;0,22;23,7;0,69;77,2;486;< 0,1;0,38;12,9;18,2;< 0,1;159;104;3,65;276;0,6;36,3;291;0,24;0,13;-;-;3,44;0,24;0,13;1,61;0,28;0,12;14,7;0,24
Cauliflower au gratin (oven grilled);Gratin de chou-fleur;401;96,3;82,1;3;5,8;6,5;1,3;3,6;1,3;0;1,33;0;0;4;1,31;0,16;15,3;1,07;96,6;425;0,12;0,27;-;10,7;< 0,1;-;147;-;420;2,3;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Vegetables au gratin (oven grilled);Gratin de légumes;423;102;82,2;3,56;3,08;7,92;1,89;1,18;2,14;0;1,08;0;0;4,04;2,51;0,93;19,7;0,65;83,1;-;0,087;0,51;4,03;16,6;0,13;65,5;175;1,8;248;0,49;26,9;567;0,084;1,84;-;-;12,6;0,051;0,072;0,46;0,27;0,11;41;0,12
Riste (Eggplant, tomatoes, onions);Riste d'aubergines (aubergines, tomates, oignons);601;145;-;1,05;10,6;10,4;5,2;-;2,6;0;1,19;0;0;2;2,63;5,26;-;1,19;-;-;-;-;-;-;-;-;-;-;470;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Vegetable rosti, pre-fried, frozen;Palet ou galette de légumes, préfrit, surgelé;390;93,7;80,5;3,29;6,6;5,44;3,34;-;2,61;0;1,52;0;0;1,13;2,24;1,12;-;0,94;-;-;-;-;-;-;-;-;-;-;351;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Vegetable rosti, pre-fried, frozen, cooked;Palet ou galette de légumes, préfrit, surgelé, cuit;436;105;78,2;3,31;8,45;5,7;3;4,5;2,6;0;1,42;0;0,32;0,64;2,41;2,29;27,4;0,75;40;482;0,06;0,52;< 20;16;0,15;58;250;< 20;301;0,36;< 21;986;< 0,25;2,63;20,2;-;1,23;0,19;0,11;< 0,1;0,31;0,088;33,8;0,18
Sauerkraut, without garnish, drained, cooked;Choucroute, sans garniture, égouttée, cuite;310;75,3;85,6;1,38;< 0,1;6,6;< 0,2;< 0,35;4,5;< 0,5;1,62;0;0,53;2,02;3,12;1,08;8,44;1,26;43;731;0,05;0,3;< 20;6,8;0,09;15;83;< 20;505;0,15;< 21;< 5;< 0,25;0,4;31;-;17,2;< 0,015;< 0,01;< 0,1;0,11;0,055;19,1;0,028
Provencal-style tomato (breaded tomatoes stuffed with garlic and parsley);Tomate à la provençale;394;94;77,8;2,5;11,4;3,64;4,6;5,4;2,9;0;1,8;0;0;0,58;2,19;0,66;0;0,9;38;-;0,086;0,93;3,4;17,2;0,3;44;320;0,86;358;0,32;0;1480;0;1,88;-;-;32;0,085;0,046;0,82;0,33;0,15;30,3;0
Vegetable fritters;Beignet de légumes;653;156;69,9;3,74;14,2;8,98;2,75;-;1,94;0;1,23;0;0;1,18;4,96;2,44;34;0,64;52,4;-;0,078;0,72;6,62;17,7;0,18;68,1;209;2,55;258;0,4;20,1;197;0,16;2,86;-;-;13,2;0,058;0,14;0,42;0,39;0,12;43;0,14
Falafel;Falafel ou Boulette de pois-chiche et/ou fève, frite;1050;252;48;8,25;18,7;14,4;1,4;11,9;7,7;0,9;2,66;0;0,33;1,5;6,4;5,83;1,95;1,6;57;689;0,3;2,1;< 20;51;0,93;180;390;< 20;640;1,3;0;35;< 0,25;6,9;10;-;< 0,5;0,047;< 0,01;< 0,1;0,43;0,17;105;0
Vegetables au gratin (oven grilled) in bechamel sauce;Gratin de légumes en sauce blanche type béchamel, cuit;437;105;79,9;3,64;6,74;6,5;3,2;2,9;1;0;1,26;0;0,97;3,48;2,03;0,51;37;0,64;84;441;0,03;0,31;< 20;13;0,09;88;190;< 20;255;0,44;55,2;609;< 0,25;0,81;22,9;-;1,94;0,064;0,1;0,15;0,43;0,052;24,4;0,33
Durum wheat, pre-cooked, cooked, in a microwaveable bag;Blé dur précuit cuisiné, en sachet micro-ondable;785;186;57;4,93;29,5;4,84;2,21;-;2,58;0;1,16;0;0;1,11;-;-;-;1,16;-;-;-;-;-;-;-;-;-;-;463;-;-;-;0;8,99;-;-;40;0,72;0,016;3;0;0,12;118;0
Durum wheat pre-cooked, whole grain, cooked, to pan-fry;Blé dur précuit, grains entiers, cuisiné, à poêler;1440;340;-;11,1;67,2;1,59;2,64;-;6,28;0;1,51;0;0;0,69;-;-;-;1,51;-;-;-;-;-;-;-;-;-;-;603;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Ravioli filled with meat, in tomato sauce, canned;Ravioli à la viande, sauce tomate, appertisé;377;89,8;79,1;4,22;11,1;2,83;2,23;7,4;1,41;0;1,31;0;0;1,14;1,21;0,48;41,4;0,96;25,3;542;0,074;1,09;5,5;13,8;0,24;60,9;169;< 2,2;382;0,49;0;150;0,14;0,32;-;-;1,22;0,37;0,27;1,25;0,4;0,15;3;traces
Lasagna or cannelloni with meat (bolognese sauce);Lasagnes ou cannelloni à la viande (bolognaise);495;118;75,2;6,29;9,48;5,72;2,84;6,64;1,91;0;1,37;0;0;2,55;1,51;0,75;41;0,97;44,8;-;0,12;0,71;10;21;0,21;92;194;< 10;385;0,78;10;107;0,2;0,5;-;-;3;0,04;0,13;1,26;0,31;0,13;12,8;0,6
